order_id,order_date,customer_id,product_id,product_category,quantity,unit_price,discount,payment_method,order_status,gross_amount,discount_amount,net_amount
ORD-00078,2026-02-11 07:53:00,CUST-0240,P002,Mobile Accessories,3,13254.06,0.0,Maya,Cancelled,39762.18,0.0,39762.18
ORD-00079,2026-03-20 21:24:00,CUST-0087,P001,Laptop Accessories,4,12801.55,0.0,Maya,Completed,51206.2,0.0,51206.2
ORD-00080,2026-02-15 08:21:00,CUST-0072,P005,Office Supplies,5,399.73,0.0,Credit Card,Completed,1998.65,0.0,1998.65
ORD-00081,2026-02-22 15:35:00,CUST-0195,P004,Gaming,4,9777.07,0.05,Maya,Completed,39108.28,1955.41,37152.87
ORD-00082,2026-01-12 09:14:00,CUST-0104,P004,Gaming,3,10043.41,0.0,Maya,Cancelled,30130.23,0.0,30130.23
ORD-00083,2026-03-09 11:27:00,CUST-0191,P006,Smart Devices,3,10617.11,0.0,GCash,Completed,31851.33,0.0,31851.33
ORD-00084,2026-01-30 03:46:00,CUST-0050,P006,Smart Devices,1,11207.5,0.15,Debit Card,Completed,11207.5,1681.12,9526.38
ORD-00085,2026-01-28 23:30:00,CUST-0071,P005,Office Supplies,1,12531.27,0.0,Debit Card,Completed,12531.27,0.0,12531.27
ORD-00086,2026-01-23 09:00:00,CUST-0182,P003,Home Appliances,3,921.36,0.0,Bank Transfer,Completed,2764.08,0.0,2764.08
ORD-00087,2026-03-31 04:40:00,CUST-0223,P008,Wearables,1,13122.62,0.1,GCash,Pending,13122.62,1312.26,11810.36
ORD-00088,2026-03-03 14:21:00,CUST-0048,P001,Laptop Accessories,3,14130.69,0.05,Credit Card,Completed,42392.07,2119.6,40272.47
ORD-00089,2026-02-21 15:04:00,CUST-0148,P001,Laptop Accessories,2,2450.66,0.1,GCash,Completed,4901.32,490.13,4411.19
ORD-00090,2026-02-01 03:35:00,CUST-0196,P007,Audio,5,9042.87,0.1,Debit Card,Cancelled,45214.35,4521.44,40692.91
ORD-00091,2026-02-18 14:58:00,CUST-0114,P005,Office Supplies,5,14852.96,0.0,Bank Transfer,Cancelled,74264.8,0.0,74264.8
ORD-00092,2026-01-08 19:47:00,CUST-0026,P004,Gaming,2,4153.53,0.0,Debit Card,Completed,8307.06,0.0,8307.06
ORD-00093,2026-01-23 17:04:00,CUST-0041,P001,Laptop Accessories,4,6894.93,0.1,Maya,Completed,27579.72,2757.97,24821.75
ORD-00094,2026-01-05 07:18:00,CUST-0181,P005,Office Supplies,4,1299.9,0.0,GCash,Cancelled,5199.6,0.0,5199.6
ORD-00095,2026-03-26 06:27:00,CUST-0030,P004,Gaming,2,13649.07,0.0,Credit Card,Completed,27298.14,0.0,27298.14
ORD-00096,2026-01-22 09:38:00,CUST-0192,P005,Office Supplies,4,2084.22,0.15,GCash,Pending,8336.88,1250.53,7086.35
ORD-00097,2026-02-04 16:34:00,CUST-0127,P008,Wearables,1,9071.04,0.05,GCash,Cancelled,9071.04,453.55,8617.49
ORD-00098,2026-02-02 00:05:00,CUST-0059,P001,Laptop Accessories,3,8749.64,0.0,Maya,Cancelled,26248.92,0.0,26248.92
ORD-00099,2026-03-25 14:58:00,CUST-0072,P003,Home Appliances,5,6679.3,0.05,Credit Card,Pending,33396.5,1669.83,31726.67
ORD-00100,2026-02-14 13:21:00,CUST-0083,P002,Mobile Accessories,2,5114.6,0.15,Maya,Completed,10229.2,1534.38,8694.82
ORD-00101,2026-03-26 12:52:00,CUST-0195,P001,Laptop Accessories,4,1548.88,0.0,GCash,Completed,6195.52,0.0,6195.52
ORD-00102,2026-02-21 16:52:00,CUST-0001,P008,Wearables,4,1049.51,0.1,GCash,Cancelled,4198.04,419.8,3778.24
ORD-00103,2026-03-05 20:28:00,CUST-0195,P001,Laptop Accessories,2,4189.08,0.0,GCash,Pending,8378.16,0.0,8378.16
ORD-00104,2026-03-31 15:07:00,CUST-0008,P004,Gaming,2,4833.56,0.0,Bank Transfer,Pending,9667.12,0.0,9667.12
ORD-00105,2026-01-12 07:53:00,CUST-0234,P002,Mobile Accessories,4,14219.15,0.15,Debit Card,Pending,56876.6,8531.49,48345.11
ORD-00106,2026-02-07 16:45:00,CUST-0070,P007,Audio,4,14708.61,0.0,Maya,Cancelled,58834.44,0.0,58834.44
ORD-00107,2026-01-19 12:12:00,CUST-0236,P003,Home Appliances,1,4324.65,0.05,GCash,Cancelled,4324.65,216.23,4108.42
ORD-00108,2026-02-04 00:18:00,CUST-0186,P005,Office Supplies,5,8803.87,0.15,Maya,Completed,44019.35,6602.9,37416.45
ORD-00109,2026-02-27 17:30:00,CUST-0089,P006,Smart Devices,5,11502.37,0.05,Maya,Completed,57511.85,2875.59,54636.26
ORD-00110,2026-01-25 22:15:00,CUST-0147,P007,Audio,2,12876.19,0.05,Credit Card,Completed,25752.38,1287.62,24464.76
ORD-00111,2026-03-02 22:58:00,CUST-0208,P007,Audio,4,14829.11,0.15,Debit Card,Pending,59316.44,8897.47,50418.97
ORD-00112,2026-01-05 04:32:00,CUST-0248,P006,Smart Devices,1,13144.31,0.05,Credit Card,Cancelled,13144.31,657.22,12487.09
ORD-00113,2026-02-28 00:46:00,CUST-0037,P007,Audio,2,1353.72,0.0,GCash,Cancelled,2707.44,0.0,2707.44
ORD-00114,2026-03-30 12:41:00,CUST-0021,P006,Smart Devices,5,5855.14,0.0,Maya,Cancelled,29275.7,0.0,29275.7
ORD-00115,2026-01-05 19:04:00,CUST-0061,P005,Office Supplies,2,11264.8,0.05,Credit Card,Completed,22529.6,1126.48,21403.12
ORD-00116,2026-02-26 05:44:00,CUST-0077,P001,Laptop Accessories,1,5034.53,0.0,GCash,Completed,5034.53,0.0,5034.53
ORD-00117,2026-02-17 13:09:00,CUST-0063,P007,Audio,5,10306.56,0.0,Debit Card,Completed,51532.8,0.0,51532.8
ORD-00118,2026-01-11 19:55:00,CUST-0098,P004,Gaming,4,13714.23,0.0,Debit Card,Pending,54856.92,0.0,54856.92
ORD-00119,2026-03-23 08:29:00,CUST-0066,P001,Laptop Accessories,4,13542.84,0.15,Bank Transfer,Completed,54171.36,8125.7,46045.66
ORD-00120,2026-01-10 14:22:00,CUST-0151,P005,Office Supplies,4,10432.12,0.05,GCash,Completed,41728.48,2086.42,39642.06
ORD-00121,2026-02-19 15:06:00,CUST-0061,P007,Audio,5,5544.65,0.0,GCash,Completed,27723.25,0.0,27723.25
ORD-00122,2026-03-26 12:17:00,CUST-0003,P001,Laptop Accessories,5,11241.29,0.0,Debit Card,Cancelled,56206.45,0.0,56206.45
ORD-00123,2026-02-15 07:40:00,CUST-0049,P005,Office Supplies,2,9516.66,0.15,Credit Card,Completed,19033.32,2855.0,16178.32
ORD-00124,2026-02-26 01:37:00,CUST-0094,P003,Home Appliances,1,13667.01,0.0,Maya,Completed,13667.01,0.0,13667.01
ORD-00125,2026-01-26 04:50:00,CUST-0139,P006,Smart Devices,5,7651.47,0.0,Debit Card,Completed,38257.35,0.0,38257.35
ORD-00126,2026-03-03 09:47:00,CUST-0223,P006,Smart Devices,1,7157.89,0.0,Debit Card,Completed,7157.89,0.0,7157.89
ORD-00127,2026-03-28 23:43:00,CUST-0102,P006,Smart Devices,1,11912.56,0.0,GCash,Cancelled,11912.56,0.0,11912.56
ORD-00128,2026-01-16 14:23:00,CUST-0173,P005,Office Supplies,5,5870.13,0.15,GCash,Completed,29350.65,4402.6,24948.05
ORD-00129,2026-03-28 07:30:00,CUST-0007,P006,Smart Devices,5,3515.17,0.0,Maya,Completed,17575.85,0.0,17575.85
ORD-00130,2026-03-25 13:07:00,CUST-0036,P001,Laptop Accessories,1,4739.38,0.05,Credit Card,Completed,4739.38,236.97,4502.41
ORD-00131,2026-01-31 17:08:00,CUST-0100,P008,Wearables,3,10139.67,0.15,Bank Transfer,Pending,30419.01,4562.85,25856.16
ORD-00132,2026-03-17 23:46:00,CUST-0040,P007,Audio,1,12546.97,0.1,Maya,Completed,12546.97,1254.7,11292.27
ORD-00133,2026-01-05 22:23:00,CUST-0056,P008,Wearables,4,14270.69,0.0,Credit Card,Completed,57082.76,0.0,57082.76
ORD-00134,2026-03-11 20:22:00,CUST-0016,P007,Audio,3,3049.68,0.0,Maya,Completed,9149.04,0.0,9149.04
ORD-00135,2026-03-26 06:41:00,CUST-0164,P001,Laptop Accessories,1,11855.22,0.0,Debit Card,Cancelled,11855.22,0.0,11855.22
ORD-00136,2026-01-27 02:53:00,CUST-0196,P004,Gaming,5,3435.28,0.0,GCash,Completed,17176.4,0.0,17176.4
ORD-00137,2026-03-18 00:17:00,CUST-0220,P003,Home Appliances,2,8218.18,0.0,Credit Card,Completed,16436.36,0.0,16436.36
ORD-00138,2026-01-17 00:22:00,CUST-0203,P004,Gaming,5,5025.63,0.0,GCash,Completed,25128.15,0.0,25128.15
ORD-00139,2026-01-17 23:26:00,CUST-0135,P002,Mobile Accessories,1,7274.63,0.0,Bank Transfer,Cancelled,7274.63,0.0,7274.63
ORD-00140,2026-01-14 14:32:00,CUST-0057,P001,Laptop Accessories,5,4699.05,0.15,Credit Card,Completed,23495.25,3524.29,19970.96
ORD-00141,2026-03-03 12:27:00,CUST-0176,P002,Mobile Accessories,4,10757.92,0.05,Credit Card,Completed,43031.68,2151.58,40880.1
ORD-00142,2026-02-11 19:09:00,CUST-0017,P003,Home Appliances,3,9458.68,0.1,Bank Transfer,Completed,28376.04,2837.6,25538.44
ORD-00143,2026-02-18 19:33:00,CUST-0076,P008,Wearables,5,9180.05,0.0,Credit Card,Cancelled,45900.25,0.0,45900.25
ORD-00144,2026-01-28 13:28:00,CUST-0228,P004,Gaming,4,5249.24,0.05,Maya,Pending,20996.96,1049.85,19947.11
ORD-00145,2026-01-13 10:27:00,CUST-0081,P005,Office Supplies,3,14315.49,0.15,Maya,Completed,42946.47,6441.97,36504.5
ORD-00146,2026-01-12 02:05:00,CUST-0111,P002,Mobile Accessories,3,12223.6,0.1,Credit Card,Cancelled,36670.8,3667.08,33003.72
ORD-00147,2026-03-13 17:21:00,CUST-0172,P002,Mobile Accessories,4,5465.57,0.15,Maya,Completed,21862.28,3279.34,18582.94
ORD-00148,2026-02-06 19:19:00,CUST-0091,P002,Mobile Accessories,5,7734.34,0.0,Maya,Completed,38671.7,0.0,38671.7
ORD-00149,2026-01-14 11:54:00,CUST-0143,P006,Smart Devices,1,11498.43,0.1,Debit Card,Pending,11498.43,1149.84,10348.59
ORD-00150,2026-03-13 19:39:00,CUST-0173,P001,Laptop Accessories,5,13953.99,0.15,GCash,Completed,69769.95,10465.49,59304.46
ORD-00151,2026-01-24 08:44:00,CUST-0196,P005,Office Supplies,3,5427.6,0.0,Debit Card,Cancelled,16282.8,0.0,16282.8
ORD-00152,2026-03-26 12:04:00,CUST-0037,P001,Laptop Accessories,1,11255.15,0.0,Maya,Pending,11255.15,0.0,11255.15
ORD-00153,2026-02-28 10:10:00,CUST-0095,P005,Office Supplies,3,11708.33,0.1,Bank Transfer,Completed,35124.99,3512.5,31612.49
ORD-00154,2026-01-07 04:10:00,CUST-0194,P001,Laptop Accessories,1,4263.52,0.15,Maya,Pending,4263.52,639.53,3623.99
ORD-00155,2026-03-19 14:26:00,CUST-0070,P004,Gaming,5,1928.81,0.05,Credit Card,Completed,9644.05,482.2,9161.85
ORD-00156,2026-03-28 21:37:00,CUST-0125,P005,Office Supplies,1,3502.65,0.1,Credit Card,Completed,3502.65,350.27,3152.38
ORD-00157,2026-01-27 09:13:00,CUST-0197,P003,Home Appliances,3,4519.35,0.0,Credit Card,Pending,13558.05,0.0,13558.05
ORD-00158,2026-02-25 05:08:00,CUST-0098,P004,Gaming,5,8491.17,0.15,GCash,Completed,42455.85,6368.38,36087.47
ORD-00159,2026-02-20 23:02:00,CUST-0112,P001,Laptop Accessories,4,13837.15,0.0,Bank Transfer,Pending,55348.6,0.0,55348.6
ORD-00160,2026-03-15 12:45:00,CUST-0164,P007,Audio,3,1948.81,0.0,GCash,Completed,5846.43,0.0,5846.43
ORD-00161,2026-03-21 14:53:00,CUST-0177,P006,Smart Devices,1,6691.5,0.0,Debit Card,Pending,6691.5,0.0,6691.5
ORD-00162,2026-03-17 12:33:00,CUST-0021,P007,Audio,3,11250.62,0.0,GCash,Completed,33751.86,0.0,33751.86
ORD-00163,2026-01-10 16:40:00,CUST-0030,P004,Gaming,3,5428.72,0.15,Debit Card,Completed,16286.16,2442.92,13843.24
ORD-00164,2026-01-14 04:16:00,CUST-0051,P003,Home Appliances,5,2504.83,0.15,Credit Card,Completed,12524.15,1878.62,10645.53
ORD-00165,2026-03-22 15:29:00,CUST-0194,P008,Wearables,5,9734.13,0.1,GCash,Completed,48670.65,4867.07,43803.58
ORD-00166,2026-01-20 14:04:00,CUST-0121,P008,Wearables,3,11995.86,0.1,Credit Card,Completed,35987.58,3598.76,32388.82
ORD-00167,2026-03-06 02:19:00,CUST-0119,P008,Wearables,1,1089.13,0.0,Credit Card,Completed,1089.13,0.0,1089.13
ORD-00168,2026-03-20 19:32:00,CUST-0099,P008,Wearables,5,8426.17,0.15,Credit Card,Pending,42130.85,6319.63,35811.22
ORD-00169,2026-03-15 20:12:00,CUST-0083,P008,Wearables,5,2475.2,0.0,Maya,Completed,12376.0,0.0,12376.0
ORD-00170,2026-02-13 22:05:00,CUST-0130,P003,Home Appliances,1,3904.22,0.05,Maya,Cancelled,3904.22,195.21,3709.01
ORD-00171,2026-03-08 19:10:00,CUST-0094,P006,Smart Devices,3,5964.39,0.0,Bank Transfer,Completed,17893.17,0.0,17893.17
ORD-00172,2026-03-22 20:21:00,CUST-0017,P006,Smart Devices,1,8479.96,0.05,GCash,Completed,8479.96,424.0,8055.96
ORD-00173,2026-03-26 19:55:00,CUST-0039,P006,Smart Devices,1,8845.41,0.0,GCash,Completed,8845.41,0.0,8845.41
ORD-00174,2026-03-25 22:42:00,CUST-0101,P003,Home Appliances,5,10705.3,0.0,GCash,Cancelled,53526.5,0.0,53526.5
ORD-00175,2026-02-18 20:50:00,CUST-0085,P003,Home Appliances,5,1628.43,0.15,Maya,Cancelled,8142.15,1221.32,6920.83
ORD-00176,2026-02-16 00:23:00,CUST-0080,P003,Home Appliances,2,5290.55,0.05,Debit Card,Completed,10581.1,529.06,10052.04
ORD-00177,2026-01-18 04:04:00,CUST-0076,P002,Mobile Accessories,5,11620.4,0.15,Bank Transfer,Completed,58102.0,8715.3,49386.7
ORD-00178,2026-03-26 10:56:00,CUST-0197,P003,Home Appliances,5,5806.62,0.0,Debit Card,Cancelled,29033.1,0.0,29033.1
ORD-00179,2026-01-22 23:28:00,CUST-0012,P007,Audio,3,10226.35,0.0,Maya,Cancelled,30679.05,0.0,30679.05
ORD-00180,2026-02-06 23:50:00,CUST-0115,P004,Gaming,5,3777.74,0.05,Debit Card,Completed,18888.7,944.44,17944.26
ORD-00181,2026-03-28 18:28:00,CUST-0119,P005,Office Supplies,4,7667.87,0.05,Debit Card,Completed,30671.48,1533.57,29137.91
ORD-00182,2026-03-19 04:55:00,CUST-0065,P001,Laptop Accessories,4,13143.22,0.1,Credit Card,Cancelled,52572.88,5257.29,47315.59
ORD-00183,2026-01-16 09:05:00,CUST-0196,P003,Home Appliances,3,6877.46,0.1,Debit Card,Pending,20632.38,2063.24,18569.14
ORD-00184,2026-01-12 07:52:00,CUST-0116,P006,Smart Devices,1,6369.73,0.05,Bank Transfer,Completed,6369.73,318.49,6051.24
ORD-00185,2026-01-31 12:05:00,CUST-0096,P004,Gaming,1,4950.6,0.0,GCash,Completed,4950.6,0.0,4950.6
ORD-00186,2026-01-18 01:18:00,CUST-0235,P008,Wearables,2,11442.91,0.05,Maya,Cancelled,22885.82,1144.29,21741.53
ORD-00187,2026-01-01 02:01:00,CUST-0066,P004,Gaming,2,8344.86,0.15,Bank Transfer,Cancelled,16689.72,2503.46,14186.26
ORD-00188,2026-02-24 03:49:00,CUST-0074,P004,Gaming,3,2047.26,0.0,Maya,Cancelled,6141.78,0.0,6141.78
ORD-00189,2026-02-28 02:07:00,CUST-0215,P008,Wearables,5,8156.79,0.15,Bank Transfer,Cancelled,40783.95,6117.59,34666.36
ORD-00190,2026-01-31 22:09:00,CUST-0075,P007,Audio,1,9318.44,0.0,Bank Transfer,Pending,9318.44,0.0,9318.44
ORD-00191,2026-01-24 21:42:00,CUST-0022,P006,Smart Devices,1,14312.7,0.1,Bank Transfer,Cancelled,14312.7,1431.27,12881.43
ORD-00192,2026-03-12 00:24:00,CUST-0224,P008,Wearables,1,9626.14,0.0,GCash,Completed,9626.14,0.0,9626.14
ORD-00193,2026-02-15 02:22:00,CUST-0062,P002,Mobile Accessories,5,11094.01,0.0,Debit Card,Completed,55470.05,0.0,55470.05
