order_id,order_date,customer_id,product_id,product_category,quantity,unit_price,discount,payment_method,order_status,gross_amount,discount_amount,net_amount
ORD-10503,2026-01-07,CUST-229,PROD-079,Electronics,2,2577.28,0.15,Debit Card,Completed,5154.56,773.1840000000001,4381.376
ORD-10526,2026-01-07,CUST-248,PROD-071,Electronics,3,1095.13,0.15,Maya,Completed,3285.3900000000003,492.80850000000004,2792.5815000000002
ORD-10613,2026-01-07,CUST-144,PROD-073,Sports,1,3483.66,0.0,Maya,Completed,3483.66,0.0,3483.66
ORD-10717,2026-01-07,CUST-210,PROD-027,Home,2,369.81,0.1,GCash,Completed,739.62,73.962,665.658
ORD-10746,2026-01-07,CUST-121,PROD-087,Electronics,4,363.62,0.15,Debit Card,Completed,1454.48,218.172,1236.308
ORD-10762,2026-01-07,CUST-095,PROD-071,Electronics,5,4121.69,0.1,GCash,Completed,20608.449999999997,2060.845,18547.604999999996
ORD-10781,2026-01-07,CUST-188,PROD-045,Beauty,1,357.36,0.15,Debit Card,Pending,357.36,53.604,303.75600000000003
ORD-10941,2026-01-07,CUST-180,PROD-022,Sports,5,2201.63,0.1,Maya,Completed,11008.150000000001,1100.8150000000003,9907.335000000001
ORD-10963,2026-01-07,CUST-034,PROD-028,Beauty,3,4010.92,0.0,Bank Transfer,Cancelled,12032.76,0.0,12032.76
ORD-10031,2026-01-08,CUST-076,PROD-028,Fashion,5,398.69,0.1,GCash,Completed,1993.45,199.34500000000003,1794.105
ORD-10168,2026-01-08,CUST-102,PROD-077,Electronics,2,1576.95,0.05,Maya,Completed,3153.9,157.69500000000002,2996.205
ORD-10216,2026-01-08,CUST-071,PROD-082,Electronics,4,1880.22,0.05,GCash,Completed,7520.88,376.04400000000004,7144.836
ORD-10401,2026-01-08,CUST-152,PROD-073,Sports,2,1260.18,0.1,Credit Card,Pending,2520.36,252.03600000000003,2268.324
ORD-10408,2026-01-08,CUST-032,PROD-002,Home,2,1070.85,0.15,Credit Card,Completed,2141.7,321.25499999999994,1820.445
ORD-10418,2026-01-08,CUST-209,PROD-095,Home,5,4247.87,0.15,Credit Card,Completed,21239.35,3185.9024999999997,18053.4475
ORD-10456,2026-01-08,CUST-223,PROD-048,Fashion,2,421.52,0.2,Debit Card,Completed,843.04,168.608,674.432
ORD-10690,2026-01-08,CUST-129,PROD-036,Beauty,4,4462.97,0.0,Bank Transfer,Completed,17851.88,0.0,17851.88
ORD-10858,2026-01-08,CUST-155,PROD-066,Beauty,4,824.94,0.15,Credit Card,Pending,3299.76,494.964,2804.7960000000003
ORD-10006,2026-01-09,CUST-050,PROD-091,Electronics,2,3888.03,0.0,Maya,Completed,7776.06,0.0,7776.06
ORD-10033,2026-01-09,CUST-018,PROD-077,Home,4,687.44,0.2,Maya,Cancelled,2749.76,549.9520000000001,2199.808
ORD-10079,2026-01-09,CUST-170,PROD-048,Fashion,3,162.0,0.15,Debit Card,Completed,486.0,72.89999999999999,413.1
ORD-10205,2026-01-09,CUST-135,PROD-047,Fashion,5,2585.91,0.2,Bank Transfer,Completed,12929.55,2585.91,10343.64
ORD-10286,2026-01-09,CUST-062,PROD-027,Electronics,5,264.52,0.2,GCash,Completed,1322.6,264.52,1058.08
ORD-10381,2026-01-09,CUST-005,PROD-076,Electronics,3,1157.14,0.0,Debit Card,Cancelled,3471.42,0.0,3471.42
ORD-10447,2026-01-09,CUST-082,PROD-094,Electronics,4,2826.18,0.2,Credit Card,Completed,11304.72,2260.944,9043.776
ORD-10592,2026-01-09,CUST-189,PROD-091,Electronics,5,1494.02,0.2,Bank Transfer,Completed,7470.1,1494.0200000000002,5976.08
ORD-10721,2026-01-09,CUST-230,PROD-049,Sports,5,418.14,0.15,Maya,Completed,2090.7,313.60499999999996,1777.0949999999998
ORD-10733,2026-01-09,CUST-205,PROD-046,Home,3,4219.62,0.1,Debit Card,Cancelled,12658.86,1265.8860000000002,11392.974
ORD-10793,2026-01-09,CUST-046,PROD-057,Sports,2,3090.48,0.05,Debit Card,Completed,6180.96,309.048,5871.912
ORD-10810,2026-01-09,CUST-045,PROD-043,Electronics,3,792.06,0.15,Maya,Completed,2376.18,356.42699999999996,2019.753
ORD-10036,2026-01-10,CUST-081,PROD-097,Electronics,4,3143.68,0.2,GCash,Completed,12574.72,2514.944,10059.776
ORD-10094,2026-01-10,CUST-103,PROD-063,Fashion,1,843.46,0.2,Credit Card,Completed,843.46,168.692,674.768
ORD-10098,2026-01-10,CUST-045,PROD-071,Home,1,2101.74,0.2,Debit Card,Completed,2101.74,420.34799999999996,1681.3919999999998
ORD-10175,2026-01-10,CUST-200,PROD-022,Fashion,1,2699.96,0.05,Credit Card,Completed,2699.96,134.99800000000002,2564.962
ORD-10190,2026-01-10,CUST-036,PROD-020,Beauty,1,2587.68,0.2,Bank Transfer,Completed,2587.68,517.536,2070.144
ORD-10432,2026-01-10,CUST-042,PROD-058,Electronics,3,198.38,0.1,GCash,Completed,595.14,59.514,535.626
ORD-10474,2026-01-10,CUST-149,PROD-080,Sports,2,2552.34,0.15,Bank Transfer,Completed,5104.68,765.702,4338.978
ORD-10528,2026-01-10,CUST-046,PROD-088,Home,2,3701.89,0.0,Debit Card,Completed,7403.78,0.0,7403.78
ORD-10543,2026-01-10,CUST-012,PROD-090,Beauty,5,620.06,0.1,Bank Transfer,Completed,3100.2999999999997,310.03,2790.2699999999995
ORD-10791,2026-01-10,CUST-120,PROD-085,Sports,3,3869.86,0.1,Credit Card,Completed,11609.58,1160.958,10448.622
ORD-10795,2026-01-10,CUST-009,PROD-010,Fashion,3,3908.46,0.0,Debit Card,Completed,11725.380000000001,0.0,11725.380000000001
ORD-10822,2026-01-10,CUST-229,PROD-029,Sports,5,2473.6,0.15,Maya,Completed,12368.0,1855.1999999999998,10512.8
ORD-10834,2026-01-10,CUST-221,PROD-081,Sports,3,2701.51,0.1,Debit Card,Completed,8104.530000000001,810.4530000000001,7294.077
ORD-10897,2026-01-10,CUST-160,PROD-013,Fashion,4,3984.38,0.05,Credit Card,Pending,15937.52,796.8760000000001,15140.644
ORD-10911,2026-01-10,CUST-128,PROD-082,Fashion,2,1508.04,0.0,Credit Card,Cancelled,3016.08,0.0,3016.08
ORD-10005,2026-01-11,CUST-032,PROD-049,Fashion,3,4164.08,0.2,Credit Card,Cancelled,12492.24,2498.4480000000003,9993.792
ORD-10065,2026-01-11,CUST-082,PROD-070,Home,2,1233.18,0.05,Maya,Completed,2466.36,123.31800000000001,2343.042
ORD-10085,2026-01-11,CUST-133,PROD-025,Home,4,2494.03,0.05,Debit Card,Pending,9976.12,498.80600000000004,9477.314
ORD-10183,2026-01-11,CUST-208,PROD-044,Fashion,2,291.8,0.15,Debit Card,Cancelled,583.6,87.54,496.06
ORD-10214,2026-01-11,CUST-083,PROD-014,Beauty,3,1601.83,0.2,Debit Card,Completed,4805.49,961.098,3844.392
ORD-10676,2026-01-11,CUST-103,PROD-034,Sports,5,2229.01,0.05,Maya,Pending,11145.050000000001,557.2525,10587.7975
ORD-10973,2026-01-11,UNKNOWN,PROD-075,Fashion,1,658.28,0.15,Maya,Completed,658.28,98.74199999999999,559.538
ORD-10041,2026-01-12,CUST-065,PROD-007,Sports,3,316.03,0.1,Maya,Completed,948.0899999999999,94.809,853.281
ORD-10082,2026-01-12,CUST-219,PROD-032,Beauty,4,1294.93,0.15,Bank Transfer,Cancelled,5179.72,776.958,4402.762000000001
ORD-10086,2026-01-12,CUST-115,PROD-003,Beauty,2,2081.57,0.05,Credit Card,Cancelled,4163.14,208.15700000000004,3954.983
ORD-10112,2026-01-12,CUST-142,PROD-053,Home,1,2361.09,0.0,Maya,Pending,2361.09,0.0,2361.09
ORD-10123,2026-01-12,CUST-059,PROD-096,Sports,1,3825.81,0.0,Debit Card,Completed,3825.81,0.0,3825.81
ORD-10294,2026-01-12,CUST-217,PROD-048,Fashion,2,352.53,0.15,Bank Transfer,Cancelled,705.06,105.75899999999999,599.3009999999999
ORD-10364,2026-01-12,CUST-223,PROD-100,Sports,3,4265.52,0.2,Debit Card,Completed,12796.560000000001,2559.3120000000004,10237.248000000001
ORD-10645,2026-01-12,CUST-096,PROD-099,Home,2,2549.6,0.2,Credit Card,Completed,5099.2,1019.84,4079.3599999999997
ORD-10669,2026-01-12,CUST-066,PROD-039,Fashion,4,2888.42,0.05,GCash,Completed,11553.68,577.6840000000001,10975.996000000001
ORD-10990,2026-01-12,CUST-073,PROD-089,Sports,2,949.13,0.05,Bank Transfer,Pending,1898.26,94.91300000000001,1803.347
ORD-10004,2026-01-13,CUST-024,PROD-049,Beauty,3,3058.26,0.0,Debit Card,Cancelled,9174.78,0.0,9174.78
ORD-10097,2026-01-13,CUST-016,PROD-079,Home,2,1396.77,0.0,Maya,Completed,2793.54,0.0,2793.54
ORD-10336,2026-01-13,CUST-028,PROD-002,Beauty,2,2602.31,0.2,Bank Transfer,Cancelled,5204.62,1040.924,4163.696
ORD-10370,2026-01-13,CUST-168,PROD-012,Electronics,2,2436.35,0.05,Bank Transfer,Completed,4872.7,243.635,4629.065
ORD-10436,2026-01-13,CUST-077,PROD-031,Electronics,4,2901.67,0.15,Maya,Completed,11606.68,1741.002,9865.678
ORD-10607,2026-01-13,CUST-098,PROD-075,Beauty,3,3102.61,0.1,Maya,Cancelled,9307.83,930.783,8377.047
ORD-10614,2026-01-13,CUST-122,PROD-081,Sports,3,1372.87,0.1,Bank Transfer,Cancelled,4118.61,411.861,3706.749
ORD-10622,2026-01-13,CUST-102,PROD-014,Electronics,4,2787.33,0.0,Debit Card,Cancelled,11149.32,0.0,11149.32
ORD-10687,2026-01-13,CUST-131,PROD-091,Beauty,4,4347.19,0.2,GCash,Completed,17388.76,3477.752,13911.007999999998
ORD-10884,2026-01-13,CUST-250,PROD-093,Home,5,4271.35,0.15,Credit Card,Cancelled,21356.75,3203.5125,18153.2375
ORD-10039,2026-01-14,CUST-077,PROD-085,Home,3,665.6,0.0,Bank Transfer,Completed,1996.8000000000002,0.0,1996.8000000000002
ORD-10076,2026-01-14,UNKNOWN,PROD-040,Fashion,1,4651.55,0.2,Debit Card,Pending,4651.55,930.3100000000001,3721.2400000000002
ORD-10159,2026-01-14,CUST-080,PROD-046,Fashion,5,1142.42,0.15,Maya,Completed,5712.1,856.815,4855.285
ORD-10321,2026-01-14,CUST-195,PROD-035,Home,1,1018.22,0.15,Bank Transfer,Cancelled,1018.22,152.733,865.4870000000001
ORD-10322,2026-01-14,CUST-132,PROD-053,Electronics,1,1834.18,0.0,Bank Transfer,Cancelled,1834.18,0.0,1834.18
ORD-10356,2026-01-14,CUST-056,PROD-055,Home,3,4386.57,0.0,Debit Card,Completed,13159.71,0.0,13159.71
ORD-10390,2026-01-14,CUST-066,PROD-099,Fashion,1,1219.18,0.2,GCash,Completed,1219.18,243.836,975.344
ORD-10430,2026-01-14,CUST-090,PROD-033,Electronics,1,1991.09,0.15,Maya,Pending,1991.09,298.6635,1692.4265
ORD-10465,2026-01-14,CUST-102,PROD-075,Electronics,5,4997.2,0.1,Bank Transfer,Cancelled,24986.0,2498.6000000000004,22487.4
ORD-10623,2026-01-14,CUST-196,PROD-011,Beauty,5,860.84,0.15,Credit Card,Completed,4304.2,645.63,3658.5699999999997
ORD-10661,2026-01-14,CUST-107,PROD-096,Fashion,3,3405.01,0.15,GCash,Completed,10215.03,1532.2545,8682.7755
ORD-10801,2026-01-14,CUST-179,PROD-050,Beauty,4,515.83,0.15,Maya,Completed,2063.32,309.498,1753.8220000000001
ORD-10147,2026-01-15,CUST-065,PROD-023,Electronics,2,172.82,0.05,Bank Transfer,Completed,345.64,17.282,328.358
ORD-10167,2026-01-15,CUST-089,PROD-056,Beauty,5,2484.5,0.1,GCash,Completed,12422.5,1242.25,11180.25
ORD-10253,2026-01-15,CUST-243,PROD-090,Home,1,2261.09,0.15,Maya,Pending,2261.09,339.1635,1921.9265
ORD-10385,2026-01-15,CUST-023,PROD-056,Sports,5,3083.28,0.1,Maya,Completed,15416.400000000001,1541.6400000000003,13874.760000000002
ORD-10489,2026-01-15,CUST-031,PROD-037,Electronics,4,1073.37,0.05,Credit Card,Cancelled,4293.48,214.67399999999998,4078.8059999999996
ORD-10568,2026-01-15,CUST-107,PROD-043,Sports,4,2447.2,0.2,Maya,Pending,9788.8,1957.76,7831.039999999999
ORD-10743,2026-01-15,CUST-041,PROD-036,Electronics,5,2842.17,0.0,Maya,Cancelled,14210.85,0.0,14210.85
ORD-10756,2026-01-15,CUST-215,PROD-063,Fashion,5,2368.25,0.2,GCash,Pending,11841.25,2368.25,9473.0
ORD-10875,2026-01-15,CUST-118,PROD-010,Home,1,2449.64,0.1,Credit Card,Completed,2449.64,244.964,2204.676
ORD-10878,2026-01-15,CUST-109,PROD-089,Electronics,1,3895.99,0.15,GCash,Completed,3895.99,584.3984999999999,3311.5915
ORD-10907,2026-01-15,CUST-223,PROD-040,Beauty,2,196.59,0.1,GCash,Pending,393.18,39.318000000000005,353.862
ORD-10981,2026-01-15,CUST-109,PROD-003,Home,2,3720.03,0.15,Debit Card,Pending,7440.06,1116.009,6324.051
ORD-10993,2026-01-15,CUST-087,PROD-056,Fashion,2,691.37,0.05,Debit Card,Completed,1382.74,69.137,1313.603
ORD-10144,2026-01-16,CUST-071,PROD-025,Sports,1,3347.57,0.2,GCash,Completed,3347.57,669.5140000000001,2678.056
ORD-10169,2026-01-16,CUST-075,PROD-042,Electronics,4,3760.37,0.05,Maya,Pending,15041.48,752.0740000000001,14289.405999999999
ORD-10229,2026-01-16,CUST-234,PROD-008,Fashion,2,1590.21,0.05,Credit Card,Completed,3180.42,159.02100000000002,3021.399
ORD-10410,2026-01-16,CUST-024,PROD-043,Electronics,4,348.12,0.2,Debit Card,Pending,1392.48,278.49600000000004,1113.984
ORD-10726,2026-01-16,CUST-050,PROD-001,Electronics,4,3164.76,0.0,Maya,Cancelled,12659.04,0.0,12659.04
ORD-10931,2026-01-16,CUST-232,PROD-088,Fashion,2,4302.47,0.15,GCash,Pending,8604.94,1290.741,7314.1990000000005
ORD-10998,2026-01-16,CUST-086,PROD-018,Home,4,4851.22,0.0,Maya,Pending,19404.88,0.0,19404.88
ORD-10119,2026-01-17,CUST-127,PROD-005,Fashion,5,1726.77,0.0,Debit Card,Completed,8633.85,0.0,8633.85
ORD-10237,2026-01-17,CUST-250,PROD-052,Beauty,5,2852.09,0.1,Maya,Pending,14260.45,1426.045,12834.405
ORD-10361,2026-01-17,CUST-222,PROD-084,Home,2,816.59,0.1,Maya,Pending,1633.18,163.318,1469.862
ORD-10499,2026-01-17,CUST-008,PROD-088,Sports,4,653.39,0.15,Debit Card,Completed,2613.56,392.034,2221.526
ORD-10516,2026-01-17,CUST-045,PROD-094,Electronics,4,3321.86,0.2,Credit Card,Cancelled,13287.44,2657.4880000000003,10629.952000000001
ORD-10752,2026-01-17,CUST-155,PROD-074,Fashion,1,2087.86,0.0,Credit Card,Cancelled,2087.86,0.0,2087.86
ORD-10248,2026-01-18,CUST-156,PROD-066,Beauty,5,1660.8,0.15,Bank Transfer,Completed,8304.0,1245.6,7058.4
ORD-10274,2026-01-18,CUST-057,PROD-029,Sports,2,2329.4,0.2,Credit Card,Pending,4658.8,931.7600000000001,3727.04
ORD-10293,2026-01-18,CUST-143,PROD-068,Sports,2,1349.48,0.1,GCash,Pending,2698.96,269.896,2429.064
ORD-10349,2026-01-18,CUST-108,PROD-077,Fashion,4,2172.89,0.15,Bank Transfer,Completed,8691.56,1303.734,7387.825999999999
ORD-10373,2026-01-18,CUST-095,PROD-039,Sports,2,3243.72,0.05,GCash,Cancelled,6487.44,324.372,6163.067999999999
ORD-10386,2026-01-18,CUST-004,PROD-091,Electronics,2,2532.42,0.1,Bank Transfer,Cancelled,5064.84,506.48400000000004,4558.356
ORD-10518,2026-01-18,CUST-207,PROD-018,Sports,5,3530.07,0.2,Credit Card,Cancelled,17650.350000000002,3530.0700000000006,14120.280000000002
ORD-10545,2026-01-18,CUST-137,PROD-029,Sports,5,1545.39,0.05,Credit Card,Completed,7726.950000000001,386.3475000000001,7340.602500000001
ORD-10554,2026-01-18,CUST-216,PROD-047,Beauty,4,2367.96,0.1,Credit Card,Pending,9471.84,947.1840000000001,8524.656
ORD-10629,2026-01-18,CUST-001,PROD-067,Beauty,3,2399.07,0.0,Debit Card,Pending,7197.210000000001,0.0,7197.210000000001
ORD-10694,2026-01-18,CUST-176,PROD-026,Beauty,5,4556.86,0.15,Maya,Cancelled,22784.3,3417.645,19366.655
ORD-10869,2026-01-18,CUST-119,PROD-089,Beauty,2,359.15,0.1,Debit Card,Completed,718.3,71.83,646.4699999999999
ORD-10058,2026-01-19,CUST-207,PROD-026,Electronics,1,1299.73,0.15,Bank Transfer,Completed,1299.73,194.9595,1104.7705
ORD-10114,2026-01-19,CUST-117,PROD-071,Sports,2,4617.15,0.2,Maya,Completed,9234.3,1846.86,7387.44
ORD-10136,2026-01-19,UNKNOWN,PROD-010,Home,4,4839.62,0.2,Credit Card,Completed,19358.48,3871.696,15486.784
ORD-10152,2026-01-19,CUST-083,PROD-078,Electronics,2,1447.58,0.2,Bank Transfer,Completed,2895.16,579.032,2316.1279999999997
ORD-10176,2026-01-19,CUST-187,PROD-083,Home,1,817.58,0.05,Maya,Cancelled,817.58,40.879000000000005,776.701
ORD-10197,2026-01-19,CUST-232,PROD-066,Sports,1,4737.42,0.05,Debit Card,Completed,4737.42,236.871,4500.549
ORD-10259,2026-01-19,CUST-210,PROD-045,Beauty,1,1509.39,0.0,Credit Card,Pending,1509.39,0.0,1509.39
ORD-10300,2026-01-19,CUST-222,PROD-029,Electronics,3,2811.23,0.2,Bank Transfer,Pending,8433.69,1686.7380000000003,6746.952
ORD-10399,2026-01-19,CUST-247,PROD-008,Beauty,1,315.11,0.05,Bank Transfer,Pending,315.11,15.755500000000001,299.35450000000003
ORD-10423,2026-01-19,CUST-038,PROD-076,Electronics,5,4317.28,0.0,Credit Card,Pending,21586.399999999998,0.0,21586.399999999998
ORD-10428,2026-01-19,CUST-027,PROD-064,Beauty,1,1266.18,0.1,Maya,Completed,1266.18,126.61800000000001,1139.5620000000001
ORD-10570,2026-01-19,CUST-229,PROD-074,Electronics,2,1365.47,0.05,Bank Transfer,Pending,2730.94,136.547,2594.393
ORD-10638,2026-01-19,CUST-216,PROD-097,Electronics,3,3900.7,0.0,Bank Transfer,Pending,11702.099999999999,0.0,11702.099999999999
